id,area,section,level,question,question_en
917,Frontend,Next.js Performance Testing Security,Junior,Сравните closures с альтернативным подходом.,Compare closures with an alternative approach.
918,Frontend,Next.js Performance Testing Security,Junior,Какие ошибки часто допускают при работе с event loop (advanced)?,What common mistakes are made when working with event loop (advanced)?
919,Frontend,Next.js Performance Testing Security,Junior,Как promises влияет на производительность (advanced)?,How does promises affect performance (advanced)?
920,Frontend,Next.js Performance Testing Security,Junior,Приведите production-пример использования async/await.,Give a production example of using async/await.
921,Frontend,Next.js Performance Testing Security,Junior,Что такое prototypes (advanced)?,What is prototypes (advanced)?
922,Frontend,Next.js Performance Testing Security,Junior,Как работает TypeScript generics (advanced)?,How does TypeScript generics work (advanced)?
923,Frontend,Next.js Performance Testing Security,Junior,Когда использовать accessibility (advanced)?,When should you use accessibility (advanced)?
924,Frontend,Next.js Performance Testing Security,Junior,Какие проблемы возникают при использовании CSS Grid (advanced)?,What problems can arise when using CSS Grid (advanced)?
925,Frontend,Next.js Performance Testing Security,Junior,Как протестировать HTTP caching (advanced)?,How do you test HTTP caching (advanced)?
926,Frontend,Next.js Performance Testing Security,Junior,Как оптимизировать CORS (advanced)?,How do you optimize CORS (advanced)?
927,Frontend,Next.js Performance Testing Security,Junior,Сравните React hooks с альтернативным подходом.,Compare React hooks with an alternative approach.
928,Frontend,Next.js Performance Testing Security,Junior,Какие ошибки часто допускают при работе с state management (advanced)?,What common mistakes are made when working with state management (advanced)?
929,Frontend,Next.js Performance Testing Security,Junior,Как SSR влияет на производительность (advanced)?,How does SSR affect performance (advanced)?
930,Frontend,Next.js Performance Testing Security,Junior,Приведите production-пример использования testing.,Give a production example of using testing.
931,Frontend,Next.js Performance Testing Security,Middle,Что такое XSS (advanced)?,What is XSS (advanced)?
932,Frontend,Next.js Performance Testing Security,Middle,Как работает Node.js streams (advanced)?,How does Node.js streams work (advanced)?
933,Frontend,Next.js Performance Testing Security,Middle,Когда использовать REST API (advanced)?,When should you use REST API (advanced)?
934,Frontend,Next.js Performance Testing Security,Middle,Какие проблемы возникают при использовании transactions (advanced)?,What problems can arise when using transactions (advanced)?
935,Frontend,Next.js Performance Testing Security,Middle,Как протестировать indexes (advanced)?,How do you test indexes (advanced)?
936,Frontend,Next.js Performance Testing Security,Middle,Как оптимизировать Redis caching (advanced)?,How do you optimize Redis caching (advanced)?
937,Frontend,Next.js Performance Testing Security,Middle,Сравните message queues с альтернативным подходом.,Compare message queues with an alternative approach.
938,Frontend,Next.js Performance Testing Security,Middle,Какие ошибки часто допускают при работе с microservices (advanced)?,What common mistakes are made when working with microservices (advanced)?
